id_orden,fecha_venta,mes_venta,categoria,metodo_pago,region,estado_envio,genero_cliente,precio_unitario,cantidad,descuento_pct,total_venta,edad_cliente,calificacion,dias_envio,costo_envio,comentario_cliente,descripcion_producto
ORD-04796,2023-07-03,July,Libros,Tarjeta de débito,Norte,Entregado,M,1635.99,8,0.11,11648.25,56,4.4,14,280.58,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-04797,2023-04-07,April,Libros,Tarjeta de crédito,Centro,Entregado,F,863.22,18,0.24,11808.85,44,1.8,7,142.55,No era exactamente lo que buscaba pero funciona correctamente.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04798,2023-03-26,March,Ropa,Tarjeta de débito,Sur,Entregado,M,3926.65,2,0.08,7225.04,25,1.0,6,19.3,"El producto no cumplió mis expectativas, la calidad es regular.",Material premium con acabado de alta calidad y durabilidad.
ORD-04799,2023-07-26,July,Electrónica,Efectivo,Sur,Entregado,M,656.36,16,0.03,10186.71,62,4.5,14,96.46,No era exactamente lo que buscaba pero funciona correctamente.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04800,2023-01-10,January,Libros,Tarjeta de débito,Oeste,Entregado,F,3192.79,12,0.01,37930.35,44,2.3,7,105.42,"Entrega puntual, producto exactamente como se describía en la página.",Producto certificado con garantía extendida de 12 meses.
ORD-04801,2023-04-27,April,Ropa,PayPal,Este,En tránsito,F,663.04,9,0.38,3699.76,32,2.7,7,242.87,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04802,2023-04-25,April,Juguetes,PayPal,Sur,Entregado,M,399.15,3,0.29,850.19,29,2.8,9,220.64,"El producto no cumplió mis expectativas, la calidad es regular.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04803,2023-03-09,March,Deportes,Efectivo,Sur,Devuelto,M,4551.68,4,0.32,12380.57,64,4.4,7,206.82,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Producto certificado con garantía extendida de 12 meses.
ORD-04804,2023-04-19,April,Hogar,PayPal,Norte,Entregado,F,991.14,2,0.39,1209.19,31,2.4,14,6.56,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04805,2023-01-12,January,Deportes,Tarjeta de débito,Centro,Devuelto,M,4115.19,8,0.37,20740.56,24,4.6,12,273.21,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Material premium con acabado de alta calidad y durabilidad.
ORD-04806,2023-10-29,October,Deportes,Tarjeta de débito,Norte,Entregado,F,2745.92,10,0.29,19496.03,34,3.5,13,64.67,El empaque llegó dañado aunque el producto estaba bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04807,2023-09-16,September,Deportes,Tarjeta de débito,Centro,Entregado,M,435.39,16,0.28,5015.69,43,3.1,6,188.72,"El producto no cumplió mis expectativas, la calidad es regular.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04808,2023-03-28,March,Deportes,PayPal,Sur,Entregado,F,4779.47,11,0.13,45739.53,54,2.3,10,18.55,"Muy buena compra, lo recomiendo ampliamente a todos.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04809,2023-03-05,March,Hogar,Tarjeta de débito,Centro,Entregado,F,1272.46,18,0.04,21988.11,37,2.0,8,24.46,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04810,2023-07-07,July,Juguetes,Transferencia,Norte,Entregado,F,4305.24,14,0.23,46410.49,27,3.5,7,2.87,No era exactamente lo que buscaba pero funciona correctamente.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04811,2023-12-31,December,Electrónica,Efectivo,Norte,Entregado,M,885.61,8,0.23,5455.36,36,2.8,6,169.78,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04812,2023-11-30,November,Electrónica,Transferencia,Este,Entregado,M,4277.02,15,0.38,39776.29,35,4.6,4,188.81,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04813,2023-01-20,January,Juguetes,Tarjeta de débito,Oeste,Entregado,F,115.48,17,0.18,1609.79,47,3.0,7,15.14,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-04814,2023-07-12,July,Ropa,PayPal,Este,Entregado,M,2583.31,18,0.28,33479.7,47,3.0,12,87.15,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Dispositivo de última generación con tecnología avanzada.
ORD-04815,2023-11-24,November,Ropa,Efectivo,Sur,Entregado,F,3858.74,6,0.23,17827.38,42,2.7,8,255.44,"El producto no cumplió mis expectativas, la calidad es regular.",Material premium con acabado de alta calidad y durabilidad.
ORD-04816,2023-05-11,May,Libros,Transferencia,Centro,Entregado,F,4677.24,14,0.07,60897.66,41,4.2,8,30.39,"El producto no cumplió mis expectativas, la calidad es regular.",Edición especial con características exclusivas para el usuario.
ORD-04817,2023-10-01,October,Alimentos,Tarjeta de débito,Norte,Entregado,F,4550.55,3,0.24,10375.25,27,2.7,12,64.96,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Edición especial con características exclusivas para el usuario.
ORD-04818,2023-11-16,November,Deportes,PayPal,Norte,Devuelto,No especificado,4107.14,7,0.22,22424.98,19,2.1,12,127.32,"Producto de alta calidad, superó todas mis expectativas.",Material premium con acabado de alta calidad y durabilidad.
ORD-04819,2023-01-25,January,Deportes,Tarjeta de débito,Norte,Entregado,F,4446.55,15,0.2,53358.6,55,4.4,4,252.68,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04820,2023-11-01,November,Hogar,Transferencia,Norte,Devuelto,F,1036.14,16,0.21,13096.81,49,3.4,10,76.45,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04821,2023-01-25,January,Deportes,Transferencia,Sur,Devuelto,F,1456.71,16,0.07,21675.84,52,3.4,9,299.14,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04822,2023-12-05,December,Hogar,Efectivo,Oeste,Entregado,F,1480.39,8,0.19,9592.93,68,3.4,3,106.58,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Material premium con acabado de alta calidad y durabilidad.
ORD-04823,2023-02-25,February,Libros,PayPal,Este,Cancelado,F,1916.42,7,0.24,10195.35,54,3.9,9,115.93,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04824,2023-12-01,December,Belleza,Tarjeta de crédito,Este,Entregado,F,1996.94,6,0.2,9585.31,24,2.3,3,36.63,"Entrega puntual, producto exactamente como se describía en la página.",Producto certificado con garantía extendida de 12 meses.
ORD-04825,2023-01-11,January,Ropa,Tarjeta de débito,Norte,Devuelto,F,2745.55,2,0.2,4392.88,24,1.1,13,204.06,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04826,2023-01-25,January,Ropa,PayPal,Norte,Entregado,F,841.4,13,0.03,10610.05,44,4.2,7,73.04,Tardó más de lo esperado pero el producto está bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04827,2023-12-20,December,Libros,Tarjeta de crédito,Centro,Entregado,F,3471.67,12,0.08,38327.24,27,1.5,4,188.66,"Entrega puntual, producto exactamente como se describía en la página.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04828,2023-03-01,March,Alimentos,PayPal,Norte,Entregado,M,879.45,15,0.13,11476.82,50,3.9,5,66.95,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-04829,2023-08-02,August,Libros,Tarjeta de débito,Este,Devuelto,M,1586.03,9,0.17,11847.64,60,1.3,13,116.36,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04830,2023-08-16,August,Juguetes,Tarjeta de débito,Centro,Entregado,M,2541.56,2,0.24,3863.17,24,2.5,3,257.0,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-04831,2023-07-14,July,Deportes,Efectivo,Centro,Entregado,M,3992.38,17,0.35,44115.8,23,1.3,2,221.67,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Material premium con acabado de alta calidad y durabilidad.
ORD-04832,2023-03-05,March,Ropa,Transferencia,Norte,Entregado,F,3710.37,5,0.06,17438.74,23,3.1,12,46.38,No era exactamente lo que buscaba pero funciona correctamente.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04833,2023-10-08,October,Electrónica,Transferencia,Centro,En tránsito,F,3245.4,11,0.01,35342.41,30,3.6,8,182.31,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Producto certificado con garantía extendida de 12 meses.
ORD-04834,2023-05-10,May,Alimentos,Transferencia,Oeste,Entregado,No especificado,821.08,19,0.18,12792.43,65,1.7,14,188.59,"Entrega puntual, producto exactamente como se describía en la página.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04835,2023-08-31,August,Libros,Efectivo,Norte,Entregado,M,2757.87,7,0.17,16023.22,30,2.5,7,27.17,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04836,2023-12-26,December,Ropa,Transferencia,Oeste,Entregado,F,482.86,2,0.22,753.26,19,4.7,7,139.74,"El producto no cumplió mis expectativas, la calidad es regular.",Producto certificado con garantía extendida de 12 meses.
ORD-04837,2023-03-20,March,Alimentos,PayPal,Norte,Entregado,M,1917.95,16,0.33,20560.42,36,2.8,8,78.2,El empaque llegó dañado aunque el producto estaba bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04838,2023-04-16,April,Ropa,Transferencia,Oeste,Entregado,M,2096.91,12,0.32,17110.79,68,4.2,13,140.14,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Producto certificado con garantía extendida de 12 meses.
ORD-04839,2023-12-22,December,Alimentos,Transferencia,Norte,En tránsito,F,247.07,15,0.04,3557.81,36,4.7,1,233.12,No era exactamente lo que buscaba pero funciona correctamente.,Compatible con múltiples plataformas y sistemas operativos.
ORD-04840,2023-12-18,December,Hogar,Tarjeta de débito,Este,Cancelado,M,1406.24,1,0.37,885.93,67,4.9,12,47.48,"Producto de alta calidad, superó todas mis expectativas.",Dispositivo de última generación con tecnología avanzada.
ORD-04841,2023-11-19,November,Belleza,Efectivo,Norte,Entregado,M,4780.46,13,0.04,59660.14,55,4.6,8,36.99,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04842,2023-01-05,January,Ropa,Efectivo,Este,Cancelado,M,4770.48,6,0.25,21467.16,19,2.3,10,80.79,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-04843,2023-06-04,June,Libros,Transferencia,Sur,Cancelado,F,1794.02,13,0.27,17025.25,68,4.9,12,285.68,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04844,2023-08-04,August,Belleza,Tarjeta de crédito,Sur,En tránsito,F,263.35,18,0.27,3460.42,43,4.2,14,224.35,"El producto no cumplió mis expectativas, la calidad es regular.",Material premium con acabado de alta calidad y durabilidad.
ORD-04845,2023-12-05,December,Belleza,Tarjeta de débito,Norte,Devuelto,M,936.52,3,0.11,2500.51,23,4.3,14,5.84,"El producto no cumplió mis expectativas, la calidad es regular.",Material premium con acabado de alta calidad y durabilidad.
ORD-04846,2023-02-21,February,Deportes,Transferencia,Este,Entregado,M,1991.48,1,0.13,1732.59,37,1.1,5,120.3,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04847,2023-12-06,December,Alimentos,Tarjeta de crédito,Este,Entregado,M,4741.51,15,0.22,55475.67,40,4.8,8,77.22,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-04848,2023-09-24,September,Alimentos,PayPal,Centro,Entregado,M,748.94,13,0.08,8957.32,32,4.1,9,191.44,"El producto no cumplió mis expectativas, la calidad es regular.",Producto certificado con garantía extendida de 12 meses.
ORD-04849,2023-05-19,May,Ropa,Tarjeta de débito,Centro,Entregado,F,3829.4,5,0.01,18955.53,23,4.1,13,137.79,"Entrega puntual, producto exactamente como se describía en la página.",Edición especial con características exclusivas para el usuario.
ORD-04850,2023-11-15,November,Electrónica,Efectivo,Oeste,Cancelado,No especificado,587.98,13,0.22,5962.12,45,1.3,2,289.35,Tardó más de lo esperado pero el producto está bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04851,2023-11-07,November,Libros,Tarjeta de crédito,Centro,Entregado,No especificado,4907.23,5,0.19,19874.28,52,1.9,3,65.69,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04852,2023-12-25,December,Deportes,Transferencia,Norte,En tránsito,F,1939.0,19,0.26,27262.34,28,4.8,6,176.36,"Muy buena compra, lo recomiendo ampliamente a todos.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04853,2023-03-12,March,Juguetes,Tarjeta de crédito,Centro,Entregado,F,3887.41,18,0.06,65774.98,25,3.0,9,210.06,"Producto de alta calidad, superó todas mis expectativas.",Producto certificado con garantía extendida de 12 meses.
ORD-04854,2023-08-03,August,Deportes,Efectivo,Centro,Entregado,F,1745.83,10,0.34,11522.48,67,2.6,14,247.67,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Edición especial con características exclusivas para el usuario.
ORD-04855,2023-02-23,February,Libros,PayPal,Norte,Entregado,No especificado,3156.96,8,0.06,23740.34,66,4.4,10,122.09,El empaque llegó dañado aunque el producto estaba bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-04856,2023-09-19,September,Juguetes,Tarjeta de crédito,Norte,En tránsito,F,1000.48,15,0.36,9604.61,68,1.3,10,206.08,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Compatible con múltiples plataformas y sistemas operativos.
ORD-04857,2023-11-13,November,Deportes,Transferencia,Oeste,Entregado,F,772.8,4,0.18,2534.78,68,2.7,8,90.96,No era exactamente lo que buscaba pero funciona correctamente.,Compatible con múltiples plataformas y sistemas operativos.
ORD-04858,2023-03-02,March,Alimentos,Tarjeta de crédito,Este,Entregado,M,4693.42,2,0.22,7321.74,41,2.5,14,130.64,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-04859,2023-05-25,May,Electrónica,PayPal,Centro,Entregado,F,4592.35,6,0.36,17634.62,38,2.4,13,268.69,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-04860,2023-02-28,February,Ropa,Tarjeta de crédito,Sur,En tránsito,F,4442.97,3,0.12,11729.44,66,2.2,6,284.97,"Muy buena compra, lo recomiendo ampliamente a todos.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04861,2023-02-24,February,Libros,PayPal,Este,Entregado,F,3145.9,7,0.07,20479.81,53,1.8,5,215.65,Tardó más de lo esperado pero el producto está bien.,Dispositivo de última generación con tecnología avanzada.
ORD-04862,2023-09-12,September,Ropa,PayPal,Norte,Devuelto,F,4050.93,10,0.18,33217.63,24,1.7,14,112.31,"Muy buena compra, lo recomiendo ampliamente a todos.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04863,2023-04-12,April,Ropa,Tarjeta de débito,Centro,Entregado,F,391.73,6,0.1,2115.34,22,3.6,13,246.02,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Material premium con acabado de alta calidad y durabilidad.
ORD-04864,2023-11-08,November,Deportes,Tarjeta de débito,Oeste,Entregado,M,1707.21,16,0.21,21579.13,46,4.7,3,7.76,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04865,2023-04-13,April,Libros,Transferencia,Sur,Entregado,M,1602.83,2,0.11,2853.04,33,3.0,12,30.82,"Muy buena compra, lo recomiendo ampliamente a todos.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04866,2023-05-15,May,Ropa,Transferencia,Este,En tránsito,F,3196.44,17,0.35,35320.66,23,2.2,4,198.41,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Compatible con múltiples plataformas y sistemas operativos.
ORD-04867,2023-09-25,September,Hogar,Transferencia,Centro,Entregado,F,1811.99,13,0.24,17902.46,31,1.6,13,87.37,"Entrega puntual, producto exactamente como se describía en la página.",Edición especial con características exclusivas para el usuario.
ORD-04868,2023-04-14,April,Alimentos,PayPal,Norte,Entregado,M,785.11,1,0.0,785.11,69,4.3,13,285.42,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04869,2023-07-03,July,Electrónica,PayPal,Este,Entregado,F,3002.51,6,0.32,12250.24,19,4.9,7,130.82,"Producto de alta calidad, superó todas mis expectativas.",Edición especial con características exclusivas para el usuario.
ORD-04870,2023-12-27,December,Juguetes,Tarjeta de débito,Sur,En tránsito,M,4081.2,5,0.13,17753.22,42,2.4,7,128.81,El empaque llegó dañado aunque el producto estaba bien.,Dispositivo de última generación con tecnología avanzada.
ORD-04871,2023-07-29,July,Deportes,PayPal,Norte,Entregado,M,1941.51,13,0.13,21958.48,48,2.2,3,203.42,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Dispositivo de última generación con tecnología avanzada.
ORD-04872,2023-06-01,June,Libros,Tarjeta de débito,Sur,Entregado,M,704.73,18,0.15,10782.37,67,3.4,4,230.27,"Entrega puntual, producto exactamente como se describía en la página.",Producto certificado con garantía extendida de 12 meses.
ORD-04873,2023-03-24,March,Libros,Tarjeta de crédito,Centro,Entregado,F,1023.61,12,0.25,9212.49,67,4.1,3,142.67,"Producto de alta calidad, superó todas mis expectativas.",Material premium con acabado de alta calidad y durabilidad.
ORD-04874,2023-01-21,January,Deportes,Transferencia,Este,Entregado,F,1225.54,7,0.18,7034.6,30,2.8,2,64.2,"Muy buena compra, lo recomiendo ampliamente a todos.",Edición especial con características exclusivas para el usuario.
ORD-04875,2023-10-08,October,Ropa,Transferencia,Oeste,Entregado,F,1534.49,15,0.25,17263.01,35,3.5,6,231.99,"Muy buena compra, lo recomiendo ampliamente a todos.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04876,2023-09-12,September,Deportes,Efectivo,Centro,Entregado,No especificado,3231.84,3,0.06,9113.79,34,3.9,7,96.11,No era exactamente lo que buscaba pero funciona correctamente.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04877,2023-04-17,April,Belleza,Tarjeta de débito,Centro,Entregado,No especificado,3024.68,16,0.39,29520.88,62,4.8,4,52.53,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Dispositivo de última generación con tecnología avanzada.
ORD-04878,2023-12-19,December,Alimentos,Efectivo,Oeste,Entregado,F,3495.6,1,0.29,2481.88,45,1.7,5,189.49,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-04879,2023-09-04,September,Libros,Transferencia,Oeste,Entregado,F,1844.38,16,0.1,26559.07,29,5.0,8,27.14,El empaque llegó dañado aunque el producto estaba bien.,Dispositivo de última generación con tecnología avanzada.
ORD-04880,2023-06-19,June,Hogar,Efectivo,Norte,Entregado,F,4128.79,12,0.29,35177.29,52,2.6,9,291.41,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Edición especial con características exclusivas para el usuario.
ORD-04881,2023-05-01,May,Belleza,Tarjeta de crédito,Sur,En tránsito,F,1060.23,19,0.23,15511.16,39,3.9,7,189.72,El empaque llegó dañado aunque el producto estaba bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-04882,2023-01-02,January,Ropa,Efectivo,Centro,Entregado,M,2371.75,8,0.04,18215.04,56,3.3,10,295.77,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Producto certificado con garantía extendida de 12 meses.
ORD-04883,2023-01-07,January,Alimentos,Tarjeta de crédito,Norte,Entregado,M,4014.65,12,0.07,44803.49,18,2.9,14,101.67,"Producto de alta calidad, superó todas mis expectativas.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04884,2023-12-10,December,Juguetes,Transferencia,Norte,En tránsito,M,941.79,15,0.02,13844.31,54,3.8,1,291.36,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-04885,2023-02-15,February,Deportes,PayPal,Centro,Entregado,F,593.82,2,0.32,807.6,38,2.6,11,43.67,"Muy buena compra, lo recomiendo ampliamente a todos.",Compatible con múltiples plataformas y sistemas operativos.
ORD-04886,2023-02-26,February,Libros,Tarjeta de débito,Sur,Entregado,M,4424.24,17,0.22,58665.42,18,1.5,14,12.21,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-04887,2023-10-21,October,Juguetes,Efectivo,Oeste,Entregado,M,1747.5,7,0.13,10642.28,21,3.0,3,9.9,Tardó más de lo esperado pero el producto está bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04888,2023-12-09,December,Libros,Tarjeta de crédito,Centro,Entregado,M,3435.16,13,0.05,42424.23,49,3.1,11,139.46,"Producto de alta calidad, superó todas mis expectativas.",Dispositivo de última generación con tecnología avanzada.
ORD-04889,2023-09-10,September,Libros,Transferencia,Sur,Entregado,F,175.48,1,0.19,142.14,18,1.8,5,24.9,"Producto de alta calidad, superó todas mis expectativas.",Producto certificado con garantía extendida de 12 meses.
ORD-04890,2023-03-18,March,Hogar,Transferencia,Oeste,En tránsito,M,3465.73,6,0.21,16427.56,30,4.7,3,153.65,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Material premium con acabado de alta calidad y durabilidad.
ORD-04891,2023-02-16,February,Ropa,PayPal,Este,Entregado,F,1614.7,13,0.28,15113.59,63,1.9,1,98.25,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04892,2023-09-19,September,Deportes,Transferencia,Centro,Entregado,No especificado,325.92,11,0.39,2186.92,64,2.6,2,100.69,El empaque llegó dañado aunque el producto estaba bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04893,2023-02-08,February,Ropa,Transferencia,Centro,Cancelado,No especificado,3068.57,10,0.17,25469.13,34,1.6,8,190.68,Tardó más de lo esperado pero el producto está bien.,Producto certificado con garantía extendida de 12 meses.
ORD-04894,2023-02-21,February,Libros,PayPal,Sur,Entregado,F,1241.98,16,0.16,16692.21,29,3.1,7,48.93,Tardó más de lo esperado pero el producto está bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-04895,2023-05-12,May,Hogar,Transferencia,Norte,Entregado,No especificado,1964.7,17,0.15,28389.92,24,2.2,13,229.97,Tardó más de lo esperado pero el producto está bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-04896,2023-11-26,November,Juguetes,Tarjeta de crédito,Norte,Entregado,M,448.88,17,0.33,5112.74,68,3.0,10,174.61,"El producto no cumplió mis expectativas, la calidad es regular.",Producto certificado con garantía extendida de 12 meses.
ORD-04897,2023-04-29,April,Belleza,Efectivo,Sur,Cancelado,F,778.46,4,0.06,2927.01,20,1.9,3,274.48,El empaque llegó dañado aunque el producto estaba bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-04898,2023-08-22,August,Hogar,Efectivo,Centro,Entregado,M,1524.99,5,0.14,6557.46,67,1.2,4,109.45,Tardó más de lo esperado pero el producto está bien.,Producto certificado con garantía extendida de 12 meses.
ORD-04899,2023-06-01,June,Libros,Tarjeta de crédito,Centro,Entregado,F,494.31,14,0.29,4913.44,43,4.1,14,294.81,No era exactamente lo que buscaba pero funciona correctamente.,Dispositivo de última generación con tecnología avanzada.
ORD-04900,2023-05-16,May,Ropa,Efectivo,Centro,Entregado,M,4558.59,10,0.01,45130.04,48,3.6,13,172.75,No era exactamente lo que buscaba pero funciona correctamente.,Dispositivo de última generación con tecnología avanzada.
ORD-04901,2023-08-26,August,Juguetes,Transferencia,Este,Entregado,F,79.93,14,0.12,984.74,53,2.4,3,292.02,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-04902,2023-01-26,January,Ropa,Efectivo,Norte,Entregado,F,2445.11,1,0.26,1809.38,43,1.2,13,8.12,El empaque llegó dañado aunque el producto estaba bien.,Producto certificado con garantía extendida de 12 meses.
ORD-04903,2023-02-21,February,Hogar,Efectivo,Este,Entregado,F,660.07,11,0.07,6752.52,20,4.5,4,218.39,"Entrega puntual, producto exactamente como se describía en la página.",Material premium con acabado de alta calidad y durabilidad.
ORD-04904,2023-03-31,March,Alimentos,Transferencia,Centro,Entregado,M,1573.01,18,0.12,24916.48,61,1.7,8,244.99,"Entrega puntual, producto exactamente como se describía en la página.",Edición especial con características exclusivas para el usuario.
ORD-04905,2023-01-21,January,Juguetes,Efectivo,Norte,Cancelado,F,4633.99,16,0.19,60056.51,45,4.7,9,15.95,El empaque llegó dañado aunque el producto estaba bien.,Dispositivo de última generación con tecnología avanzada.
ORD-04906,2023-05-29,May,Electrónica,Transferencia,Centro,En tránsito,F,850.39,18,0.17,12704.83,61,2.9,7,173.69,"Entrega puntual, producto exactamente como se describía en la página.",Producto certificado con garantía extendida de 12 meses.
ORD-04907,2023-07-04,July,Hogar,PayPal,Centro,En tránsito,M,4830.87,8,0.04,37101.08,34,2.4,9,240.58,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04908,2023-12-13,December,Alimentos,PayPal,Sur,Entregado,F,1068.68,10,0.38,6625.82,55,4.0,14,168.31,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04909,2023-06-10,June,Juguetes,Efectivo,Norte,Entregado,F,3720.75,10,0.02,36463.35,64,4.5,9,19.14,El empaque llegó dañado aunque el producto estaba bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-04910,2023-08-07,August,Alimentos,PayPal,Centro,Entregado,No especificado,2756.05,5,0.3,9646.17,47,2.5,7,208.03,"Muy buena compra, lo recomiendo ampliamente a todos.",Producto certificado con garantía extendida de 12 meses.
ORD-04911,2023-03-01,March,Hogar,Efectivo,Oeste,Entregado,M,4428.17,10,0.03,42953.25,19,2.6,7,18.18,"El producto no cumplió mis expectativas, la calidad es regular.",Fabricado con materiales sustentables y proceso ecológico.
ORD-04912,2023-02-18,February,Deportes,PayPal,Oeste,Entregado,M,2792.27,18,0.19,40711.3,25,2.7,8,245.24,No era exactamente lo que buscaba pero funciona correctamente.,Compatible con múltiples plataformas y sistemas operativos.
ORD-04913,2023-01-24,January,Hogar,Efectivo,Centro,Entregado,M,2696.07,6,0.07,15044.07,31,4.7,12,12.91,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Dispositivo de última generación con tecnología avanzada.
ORD-04914,2023-01-05,January,Alimentos,Tarjeta de débito,Sur,Entregado,F,1017.52,3,0.06,2869.41,54,3.8,10,41.22,No era exactamente lo que buscaba pero funciona correctamente.,Diseño ergonómico ideal para uso diario y profesional.
ORD-04915,2023-03-12,March,Alimentos,Tarjeta de crédito,Centro,Entregado,F,872.84,8,0.05,6633.58,52,2.0,12,82.53,Tardó más de lo esperado pero el producto está bien.,Diseño ergonómico ideal para uso diario y profesional.
