marca,modelo,anio,precio,kilometraje,tipo,color,condicion,ventas
Mercedes,E300,2015,43800.0,12953.0,Hatchback,Gris,Excelente,305
Volkswagen,Tiguan,2015,17200.0,76582.0,Pickup,Rojo,Bueno,366
BMW,530i,2022,47500.0,38943.0,Sedán,Azul,Bueno,281
Toyota,Corolla,2018,20600.0,39687.0,Pickup,Plateado,Bueno,314
Volkswagen,Tiguan,2020,27500.0,10709.0,Sedán,Gris,Excelente,400
Honda,CR-V,2022,21300.0,92649.0,Sedán,Negro,Regular,296
Ford,Explorer,2019,28100.0,22029.0,SUV,Negro,Excelente,359
Volkswagen,Jetta,2018,26100.0,29563.0,Sedán,Gris,Excelente,381
Toyota,RAV4,2023,26300.0,48239.0,Sedán,Rojo,Bueno,322
Honda,Civic,2022,23800.0,88040.0,Pickup,Rojo,Regular,377
Mercedes,E300,2021,50800.0,36747.0,Pickup,Plateado,Bueno,259
Volkswagen,Golf,2018,18700.0,71626.0,Sedán,Azul,Bueno,439
Kia,Sorento,2021,19000.0,15587.0,Hatchback,Negro,Excelente,351
Ford,Escape,2019,,25939.0,Hatchback,Rojo,Excelente,320
Volkswagen,Tiguan,2017,22900.0,24532.0,Pickup,Negro,Excelente,328
Kia,Forte,2019,20300.0,44094.0,Pickup,Azul,Bueno,375
BMW,320i,2023,46600.0,32796.0,Pickup,Negro,Bueno,359
Nissan,Altima,2022,23100.0,32348.0,Hatchback,Blanco,Bueno,390
Volkswagen,Jetta,2021,20300.0,115661.0,Hatchback,Plateado,Regular,311
Volkswagen,Golf,2019,26700.0,14007.0,Pickup,Negro,Excelente,328
Chevrolet,Malibu,2023,31500.0,99294.0,SUV,Azul,Regular,342
Toyota,Corolla,2017,20500.0,80908.0,SUV,Gris,Regular,353
Hyundai,Elantra,2019,13500.0,43100.0,Sedán,Blanco,Bueno,478
Volkswagen,Jetta,2017,17400.0,152492.0,Pickup,Negro,Malo,215
Volkswagen,Jetta,2016,21600.0,32912.0,Hatchback,Plateado,Bueno,365
Volkswagen,Golf,2020,29200.0,20731.0,Hatchback,Negro,Excelente,342
Volkswagen,Golf,2018,22500.0,46222.0,SUV,Gris,Bueno,355
Toyota,RAV4,2019,16100.0,118077.0,Pickup,Blanco,Regular,359
Mercedes,GLE,2017,50000.0,22168.0,SUV,Blanco,Excelente,378
Honda,CR-V,2020,21100.0,49387.0,Pickup,Blanco,Bueno,474
Kia,Sportage,2020,25400.0,22659.0,Pickup,Plateado,Excelente,381
Hyundai,Elantra,2016,16800.0,46207.0,Pickup,Blanco,Bueno,424
BMW,320i,2018,46400.0,22826.0,SUV,Rojo,Excelente,333
Ford,F-150,2015,24400.0,18943.0,Hatchback,Negro,Excelente,365
Hyundai,Elantra,2021,26300.0,39733.0,Pickup,Plateado,Bueno,424
Honda,Civic,2017,19600.0,8958.0,SUV,Blanco,Excelente,432
Mercedes,GLE,2017,47000.0,25613.0,Pickup,Plateado,Excelente,353
BMW,X3,2023,50300.0,24686.0,Pickup,Azul,Excelente,211
Nissan,Rogue,2020,,11498.0,SUV,Plateado,Excelente,447
Chevrolet,Malibu,2019,26200.0,54209.0,Pickup,Azul,Bueno,217
Ford,Escape,2019,16200.0,162389.0,Hatchback,Negro,Malo,357
Chevrolet,Equinox,2016,26900.0,14252.0,SUV,Rojo,Excelente,444
Nissan,Altima,2020,23500.0,64406.0,Hatchback,Negro,Bueno,336
Nissan,Rogue,2015,12600.0,24544.0,Hatchback,Gris,Excelente,473
Nissan,Sentra,2022,10800.0,200000.0,Hatchback,Azul,Malo,254
Mercedes,C200,2019,50700.0,28697.0,Pickup,Azul,Excelente,346
Nissan,Rogue,2019,17900.0,77281.0,SUV,Rojo,Bueno,342
Kia,Sportage,2018,16000.0,64860.0,Hatchback,Azul,Bueno,384
Volkswagen,Jetta,2015,20200.0,38896.0,Sedán,Gris,Bueno,387
Kia,Sportage,2021,23200.0,22165.0,SUV,Gris,Excelente,429
BMW,530i,2022,48800.0,52112.0,Pickup,Azul,Bueno,319
Honda,Civic,2021,19100.0,126019.0,Pickup,Azul,Regular,303
Toyota,Camry,2023,30600.0,8627.0,Hatchback,Rojo,Excelente,343
Honda,CR-V,2022,25400.0,36524.0,SUV,Blanco,Bueno,335
Nissan,Sentra,2021,25000.0,30510.0,SUV,Plateado,Bueno,287
Hyundai,Elantra,2020,7400.0,200000.0,Sedán,Rojo,Malo,319
Toyota,Camry,2017,23300.0,17012.0,Hatchback,Blanco,Excelente,375
Mercedes,E300,2015,46400.0,6936.0,Pickup,Rojo,Excelente,348
Chevrolet,Equinox,2016,30900.0,16544.0,Hatchback,Azul,Excelente,412
Hyundai,Elantra,2016,15800.0,73784.0,SUV,Azul,Bueno,365
Nissan,Rogue,2020,16100.0,89757.0,Pickup,Negro,Regular,302
Nissan,Altima,2019,11900.0,103907.0,SUV,Plateado,Regular,381
Kia,Sorento,2019,22100.0,43779.0,SUV,Plateado,Bueno,400
Nissan,Sentra,2018,15000.0,48206.0,Sedán,Blanco,Bueno,374
Chevrolet,Malibu,2021,33600.0,30942.0,SUV,Gris,Bueno,370
Ford,Escape,2019,27400.0,48865.0,Pickup,Rojo,Bueno,306
BMW,320i,2015,41200.0,35346.0,Pickup,Negro,Bueno,263
Mercedes,C200,2015,45100.0,33893.0,Pickup,Blanco,Bueno,323
Toyota,Camry,2020,22800.0,14890.0,SUV,Gris,Excelente,427
Ford,Explorer,2021,26100.0,40292.0,Hatchback,Plateado,Bueno,377
Nissan,Sentra,2021,24900.0,28383.0,Sedán,Rojo,Excelente,315
Volkswagen,Jetta,2016,25600.0,11219.0,Sedán,Plateado,Excelente,445
Hyundai,Elantra,2020,21300.0,30060.0,Sedán,Plateado,Bueno,475
Chevrolet,Malibu,2016,16900.0,123940.0,SUV,Blanco,Regular,335
BMW,X3,2020,44300.0,65573.0,Hatchback,Rojo,Bueno,274
Hyundai,Sonata,2020,22000.0,19314.0,Pickup,Negro,Excelente,421
Toyota,RAV4,2019,29100.0,13528.0,Hatchback,Rojo,Excelente,343
Nissan,Rogue,2015,19200.0,17950.0,Pickup,Negro,Excelente,440
BMW,320i,2020,32600.0,188367.0,Hatchback,Negro,Malo,201
BMW,X3,2022,41100.0,103740.0,Pickup,Plateado,Regular,280
Chevrolet,Malibu,2022,30700.0,42162.0,Hatchback,Blanco,Bueno,299
Toyota,Corolla,2019,26300.0,35818.0,Pickup,Gris,Bueno,391
Toyota,RAV4,2022,22200.0,52317.0,Sedán,Plateado,Bueno,382
Toyota,RAV4,2015,17700.0,108910.0,Hatchback,Rojo,Regular,282
Toyota,Camry,2018,21800.0,75313.0,Sedán,Gris,Bueno,323
Volkswagen,Golf,2016,14600.0,76991.0,SUV,Negro,Bueno,448
BMW,X3,2016,42100.0,22489.0,Sedán,Azul,Excelente,206
Honda,Accord,2021,25800.0,44933.0,Hatchback,Gris,Bueno,404
Volkswagen,Golf,2019,25900.0,31616.0,Pickup,Plateado,Bueno,400
Hyundai,Elantra,2017,7900.0,89913.0,Sedán,Azul,Regular,415
Chevrolet,Equinox,2019,30400.0,11565.0,Pickup,Azul,Excelente,355
Volkswagen,Golf,2017,14700.0,133789.0,Pickup,Blanco,Malo,331
Mercedes,GLE,2015,41400.0,59877.0,Sedán,Blanco,Bueno,244
Chevrolet,Equinox,2018,25200.0,89768.0,Pickup,Rojo,Regular,400
Hyundai,Tucson,2017,18500.0,36876.0,Pickup,Rojo,Bueno,404
Mercedes,C200,2023,54600.0,76928.0,SUV,Gris,Bueno,288
Ford,Escape,2022,30200.0,83823.0,Sedán,Azul,Regular,278
Hyundai,Tucson,2017,16700.0,38380.0,Sedán,Blanco,Bueno,437
Volkswagen,Golf,2017,23500.0,76576.0,Pickup,Plateado,Bueno,331
Chevrolet,Equinox,2019,32100.0,29967.0,SUV,Rojo,Excelente,390
BMW,X3,2016,40900.0,36966.0,Pickup,Rojo,Bueno,237
Nissan,Rogue,2017,17400.0,76497.0,Pickup,Gris,Bueno,339
Volkswagen,Golf,2022,25400.0,85150.0,Sedán,Negro,Regular,387
Honda,Accord,2022,22800.0,40635.0,Hatchback,Plateado,Bueno,411
Chevrolet,Malibu,2019,27600.0,65608.0,Hatchback,Rojo,Bueno,377
Hyundai,Tucson,2018,,82901.0,Sedán,Plateado,Regular,446
Kia,Forte,2020,15100.0,78047.0,Pickup,Azul,Bueno,409
Volkswagen,Tiguan,2020,,17775.0,Pickup,Blanco,Excelente,332
Kia,Sportage,2018,12900.0,55620.0,Pickup,Plateado,Bueno,374
Honda,Civic,2016,17300.0,42258.0,Hatchback,Blanco,Bueno,352
Kia,Forte,2019,21300.0,68184.0,Sedán,Gris,Bueno,342
Kia,Forte,2022,25400.0,28941.0,Sedán,Azul,Excelente,385
Mercedes,E300,2022,47200.0,105066.0,Hatchback,Negro,Regular,239
Toyota,Corolla,2021,23300.0,90587.0,Sedán,Negro,Regular,355
Nissan,Altima,2022,26500.0,100652.0,Pickup,Plateado,Regular,301
Honda,Civic,2018,25400.0,10556.0,Sedán,Negro,Excelente,321
Nissan,Rogue,2022,26200.0,86002.0,Sedán,Plateado,Regular,255
BMW,530i,2021,47900.0,15845.0,Hatchback,Gris,Excelente,285
Volkswagen,Golf,2017,21200.0,44061.0,Hatchback,Azul,Bueno,357
Nissan,Altima,2023,23100.0,63388.0,Hatchback,Azul,Bueno,342
Ford,Escape,2020,26700.0,93849.0,Pickup,Blanco,Regular,349
Kia,Forte,2019,14300.0,90514.0,Hatchback,Gris,Regular,363
